
AAPL,53.29144709652271
ABNB,52.79497634857732
ADBE,54.74284585579791
ADI,48.599042859696766
ADP,59.62585337759391
ADSK,55.07888482653932
AEP,62.79945711598176
ALGN,46.00555026520178
AMAT,45.62479631213792
AAPL,53.29144709652271
ABNB,52.79497634857732
ADBE,54.74284585579791
ADI,48.599042859696766
ADP,59.62585337759391
ADSK,55.07888482653932
AEP,62.79945711598176
ALGN,46.00555026520178
AMAT,45.62479631213792
AMD,41.5597820304934
AMGN,56.75644708527899
AMZN,50.82257546980049
AVGO,47.04466053357537
BIIB,55.721511817771
BKNG,56.94847632339838
BKR,53.22543673946619
CDNS,51.40178300967983
CEG,45.441034106714866
CHTR,54.04393311419665
CMCSA,59.5752763382856
COST,62.248430345611915
CPRT,57.17424511267268
CSCO,56.983435707930624
CSGP,56.038583464849715
CSX,57.08916671772138
CTAS,61.95849176925588
CTSH,57.50523053317985
DLTR,53.14838743069628
DXCM,54.648589757499565
EA,58.64094472887775
EBAY,54.65826101743378
ENPH,33.79900882300379
EXC,62.34926593268783
FANG,51.731956157823696
FAST,59.37710333884993
FTNT,50.61220621021865
GEHC,50.86252584848269
GILD,53.342606096665456
GOOG,52.04740184659088
GOOGL,51.77590403061676
HON,61.26400685106939
IDXX,52.1178852698775
ILMN,50.21223549432316
INTC,42.721379646560386
INTU,56.38631843280531
ISRG,52.550977841814735
KDP,62.27673800203176
KHC,61.18583581824745
KLAC,49.305557290697706
LRCX,44.870599052132036
LULU,50.699668573149616
MAR,59.03684026924218
MCHP,41.60971301875578
MDLZ,61.27616368049837
META,48.47659651271165
MNST,59.37564719941495
MRNA,47.69012757322487
MSFT,59.174104400660916
MU,42.086989883822525
NFLX,58.043332356024735
NVDA,45.65752770771757
NXPI,46.850280231059436
ODFL,50.30350682459517
ON,43.46275670341706
ORLY,61.26418332268986
PANW,52.3457263735956
PAYX,59.59287380415794
PCAR,53.96824556469821
PEP,61.69999508002333
PYPL,52.8265638431087
QCOM,52.92929821149681
REGN,52.40203185278606
ROST,55.98460359932768
SBUX,52.42015610026489
SNPS,51.98116698786117
TMUS,59.022539715300745
TSLA,40.22167868967527
TXN,47.7071750881569
VRSK,59.1500591245629
VRTX,55.96760978107697
WBA,67.07977523581692
XEL,60.967623890963374
ASML,49.356662440737594
AZN,57.02345632269207
CRWD,50.52764196020852
DDOG,49.58298371257146
GFS,46.186870710288325
JD,44.22529126787513
LCID,41.29859820881357
MELI,51.55042095352441
MRVL,35.488264728986785
PDD,45.65211978502372
SIRI,52.768746804895706
TEAM,48.84528347761155
TTD,39.52208196943315
WBD,51.20622826176078
WDAY,54.601474572084506
ZM,58.602204492146356
ZS,55.05538253298182
A,50.09849742220632
AAL,46.150754666871364
ABBV,56.387952487709505
ABT,60.171663797920594
ACGL,56.08165236813144
ACN,53.96330309406296
ADM,56.68398375044142
AEE,63.2359503210696
AES,48.37700491704966
AFL,61.826784384572214
AIG,57.12658840292753
AIZ,57.107372243893494
AJG,58.39647211868737
AKAM,55.35217931885678
ALB,38.109322365261626
ALK,46.29569088131873
ALL,57.66629969253153
ALLE,57.6939244187423
AMCR,54.68176627729943
AME,57.5505995304954
AMP,54.36723681159452
AMT,58.53056905732518
ANET,44.092682368719046
AON,57.82444556495927
AOS,55.187977153018764
APA,45.00248258705399
